bank_name,address,city,state,phone,latitude,longitude
Vitthal Sayanna General Hospital (Civil Hospital) Blood Bank,"Civil Hospital, 1st Floor, Tembhi Naka, Thane (W)-400601, 400601",Thane,Maharashtra,"022 25472582, 022 25471409, 022 25471409",19.199056,72.978096
Aditya Birla Memorial Hospital Blood Bank,"Survey No:31, Near Morya Mangal Karyalay, Thergaon, Chinchwad, Pune, 411033",Pune,Maharashtra,"020 30717690, 020 30717676",18.625716,73.774775
V. N. Desai Municipal General Hospital Blood Bank,"T. P. S. II, 11th Road, Santacruz (E) Mumbai, 400055",Mumbai,Maharashtra,"022 26182081, 022 357022, 022 26151506 (Extn.356, 357)",19.078822,72.844994
Kapoorben Vasanji Lathiya Blood Bank - Nanavati Hospital,"Dr Balabhai Nanavati Hospital,S V Road, Vile Parle (W), Mumbai, 400056",Mumbai,Maharashtra,"022 26119924, 022 26182255, 022 26267500",19.095831,72.840101
Holy Spirit Hospital Blood Bank,"Mahakali  Road, Andheri (E), Mumbai, 400093",Mumbai,Maharashtra,"022 28200353, 022 28248505",19.128442,72.866496
Rajawadi Blood Bank - Seth V. C. Gandhi & M. A. Vora Municipal General Hospital,"Seth V. C. Gandhi and M. A. Vora M, Rajawadi, Ghatkopar-(E), Mumbai, 400077",Mumbai,Maharashtra,"022 21025611 (Extn. 141, 122)",19.079304,72.901693
Lokmanya Tilak Municipal Hospital Blood Bank,"O. P. D. Building, 1st Floor, Sion (W), Mumbai, 400022",Mumbai,Maharashtra,"022 24021771,  022 24063494, 022 24063489",19.036984,72.859049
Tata Memorial Hospital Blood Bank,"5th Floor, Service Block, Dr. E. Borges Road, Parel, Mumbai, 400012",Mumbai,Maharashtra,"022 24177000, 022 24127096 (Extn. 4682, 4684)",19.004856,72.842945
Advanced Centre for Treatment Reasearch and Education in Cancer,"Owe Village, Sector 22, Plot No. 2, Kharghar, Navi Mumbai, 410208",Navi Mumbai,Maharashtra,022 27405073,19.065019,73.064507
Asian Heart Institute and Research Center,"ICICI Tower,  Bandra Kurla Complex, Bandra (E) Mumbai, 400051",Mumbai,Maharashtra,"022 66986666, 022 26508487",19.065253,72.860832
JVP Blood Bank and Transfusion Centre Blood Bank,"201, 213 Arenja Arcade Plot No. 4 Sec-17, Next to Apana Bazar, Vashi, Navi Mumbai, 400705",Thane,Maharashtra,"022 27894490, 022 67912094",19.072305,73.000676
Sir J.J.Mahanagar Rakthapedhi,"Sir J.J Mahanagar Raktapedhi, F. D. Petit Building, J.J.Campus, J. J. Road, Byculla, Mumbai, 400008",Mumbai,Maharashtra,"022 23735585, 022 23733531",18.963334,72.832489
Tssia Blood Bank,"Tssia House, Road No.P 26/T,Rd-16, Wagle Estate, Thane (W), 400604",Thane,Maharashtra,"022 25803263, 022 39410060, 022 25362283",19.194769,72.952884
B. Y. L. Nair Hospital Blood Bank,"New OPD Building. 2nd Floor, Dr. A. L. Nair Road Mumbai Central, Mumbai, 400008",Mumbai,Maharashtra,"022 23027644, 022 23027645, 022 23098150",18.974279,72.822573
Breach Candy Hospital And Research Centre Blood Bank,"60 A, Bhulabhai Desai Road, Mumbai, 400026",Mumbai,Maharashtra,"022 23667811, 022 23872666",18.972677,72.804312
Bhabha Atomic Research Centre Hospital Blood Bank,"BARC Hospital, Anushakti Nagar Mumbai, 400094",Mumbai,Maharashtra,"022 25598353, 022 25598361, 022 25558494",19.042464,72.914358
Garware Blood Bank - Talegaon Rural Hospital,"Talegaon Dhabhade, Maval, Pune, 410507",Pune,Maharashtra,"02114 223916, 02114 308399",18.735319,73.675984
Matoshri Valbai Mulji Shah - Arpan Blood Bank,"Aniraj Tower,  Janta Market, L.B.S Marg, Bhandup (W), Mumbai, 400078",Mumbai,Maharashtra,"022 25951044, 022 25941142",19.142653,72.933304
Hematology Laboratory Blood Bank,"Parekh House, Ground Floor,
14 Mama Parmanand Marg, 
Mumbai., 400004",Mumbai,Maharashtra,022 23691297,19.183375,72.853442
West Coast Blood Bank,"Basement 101, Moon Building, 798, Mori Road, Mahim(W), Mumbai, 400016",Mumbai,Maharashtra,022 24444544,19.042954,72.84073
Deepak Foundation&#39;s Anviksha Blood Bank,"Paras Darshan, M. G. Road, Ghatkopar, (E) Mumbai, 400077",Mumbai,Maharashtra,"022 21026290, 022 21025927",19.082389,72.904481
Sarvodaya Hospital Samarpan Blood Bank,"Office Building, 2nd Floor, Sarvodaya Hospital, LBS  Marg, Ghatkopar (W), Mumbai, 400086",Mumbai,Maharashtra,"022 25102511, 022 25100100",19.089801,72.907187
Blood Line Blood Bank,"Swargiya Dharmvir Anand Dighe Sankool, Tika No-10, Near Vikas Palm, Dr. Ambedkar Road, Thane (W), 421302",Thane,Maharashtra,"022 25374000, 022 25375000, 022 25376000",19.200762,72.97498
Shree Sai Blood Bank & Component,"103,104,105,1st Floor Tirthraj Building, Old Thana Naka Road, Near Taluka Police Station,  Old Panvel, Raigad, 410206",Panvel,Maharashtra,"022 27467856, 022 27450885, 022 27463796",18.99397,73.106561
M/s. Navi Mumbai Blood Bank,"Navi Mumbai Blood Bank, Vishwanath Bhavan, C-87, Sector 12, Kharghar, Navi Mumbai",Navi Mumbai,Maharashtra,"09870653138, 09223300850",19.034045,73.029533
Kakasaheb Chitle Memorial Centre Sanchalit - Jankalyan Blood Bank,"C.S. No. 1651, Near Lokmanya Vyayamshala, Shiwaji Chowk, Mahad, Raigad, 402301",Mahad,Maharashtra,"02145 222604, 02145 225103, 02145 224807",18.082736,73.42265
Kokilaben Dhirubhai Ambani Blood Bank,"4 Bunglows, Achutrao Patwardhan Marg, Andheri (west), Mumbai, 400053",Mumbai,Maharashtra,"022 30900900, 022 30972030",19.131221,72.824772
S. R. Mehta and Sir. K.P. Cardiac Institute Blood Bank,"Plot No. 96, Road No.31, King Circle Sion, (E) Mumbai, 400022",Mumbai,Maharashtra,"022 24035454, 022 2409 4732",19.032412,72.85958
Borivali Blood Bank (Doshi Memorial Charitable Trust),"3,4,5, Vithal Apartment, Near Ram Mandir, Mandpeshwar Road, Opposite, Flyover,  Borivali (w), 400103",Mumbai,Maharashtra,"022 28936203, 022 28935219",19.199816,72.845937
Sai Seva Medical Foundation - Vaibhavlaxmi Blood Bank,"1036/A, E- Ward, 1st  Floor, Deccan Engineering, Opposite to Parvati Multiplex, Rajaram Road, Kolhapur, 416001",Kolhapur,Maharashtra,"0231 6454949, 0231 2664949",19.205274,72.840465
Seven Hills Health Care Private Limited Hospital Blood Bank,"Blood Bank, 2nd Floor, Block-16, Seven Hills Hospital,  Survey No.155, 156, 162 - 168 Part, Marol - Maroshi Road,  
Andheri (E), Mumbai, 400059",Mumbai,Maharashtra,022 67676719,19.117797,72.87809
Chidanand Charitable Trust Dombivali Blood Bank,"Siddhi Hospital, Bajiprabhu Chowk, Dombivali (East), 421201",Thane,Maharashtra,0251 284393,19.212614,73.088869
K. E. M. Hospital Blood Bank,"Acharya Donde Marg, Parel, Mumbai, 400012",Mumbai,Maharashtra,"022 24107421, 022 24107246, 022 24107249, 022 24107000",19.001515,72.841877
Suburban Hi-tech Blood Bank,"Shagun Building, 2nd Floor, 206, Rani Sati Road, Malad (E), 400097",Mumbai,Maharashtra,"022 28714060, 022 28714070",19.183781,72.849166
Navi Mumbai Municipal Corporation Blood Bank,"General Hospital Vashi, Near Saint Mary Church, Sector-10, Vashi, Navi Mumbai, 400705",Thane,Maharashtra,"022 27888750, 022 27899906",19.082788,72.996027
Dr. L. H. Hiranandani Hospital Blood Bank,"Hill Side Avenue, Hiranandani Gardens, Powai, 400076",Mumbai,Maharashtra,"022 25763355, 022 25763356, 022 25763357, 022 25763344, 022 25763311",19.120591,72.917105
Arpan Blood Bank - Blood Component and Apheresis Centre Kolhapur,"1st Floor, Saroj Appartment, Subhash Road 1315, &#39;C&#39; Ward,  Opposite to Shramik Bhavan, Laxmipuri, Kolhapur, 416001",Kolhapur,Maharashtra,"0231 2640588, 0231 2640599, 0231 6617208",19.189209,72.97706
K. J. Somaiya Medical College and Hospital Blood Bank,"Somaiya Ayurvihar Complex, Eastern Express Highway, Sion, Mumbai, 400022",Mumbai,Maharashtra,"022 24024671, 022 24020946, 022 24091855",19.047282,72.874706
Navjeevan Blood Bank,"Gokhale Road, Naupada, Near Dr.Mhaskar&#39;s Hospital, Thane (W), 400602",Thane,Maharashtra,"022 25400425, 022 25339495",19.187729,72.967926
Masina Hospital Blood Bank,"Sant Savta Marg, Byculla (E), 400027",Mumbai,Maharashtra,022 23700715,18.974886,72.835711
Shushrusha Citizens Co-operative Hospital Blood Bank,"698-B Ranade Road, Dadar, Mumbai, 400028",Mumbai,Maharashtra,"022 24469579, 022 25288698",19.023426,72.837899
Kohinoor Hospital Blood Bank,"Upper Basement, Room No. 29 to 43, Kirol Road, Off L.B.S Marg, Kurla (w), 400070",Mumbai,Maharashtra,"022  67556737, 022  67556755, 022 30553055",19.076212,72.886208
S. L. Raheja Hospital Blood Bank,"Mahim, Raheja Rugnalaya Marg, Mumbai, 400016",Mumbai,Maharashtra,"022 24445528, 022 66529682, 022 24449418",19.046572,72.842207
Indian Red Cross Society Bombay City Branch Blood Bank,"Blood Centre, 141, Shahid Bhagatsingh Road, Town Hall Compound, Near R.B.I. Fort, 400001",Mumbai,Maharashtra,"022 40500400, 022 22663560, 022 22663195, 022 22677448",18.932476,72.836574
District Civil Surgeon Blood Bank,"District Hospital Blood Bank, Civil Hospital Campus, Sea Face Road, Alibag, 402201",Alibag,Maharashtra,02141 225734,18.640782,72.871716
Bombay Hospital Trust Blood Bank,"12, New Marine Lines Mumbai, 400020",Mumbai,Maharashtra,022 22067676,18.94103,72.82816
Vaidhya Blood Bank,"1st Floor. Satyam Apartment, M.G. Road, Jeevan Jyot Hospital, Near Naupada Police Station, Thane (W), 400602",Thane,Maharashtra,"022 25380787, 022 25411773",19.187896,72.96724
M. T. Agarwal Municipal General Hospital Blood Bank,"Dr. R. P. Road, Mulund (W), Mumbai, 400080",Mumbai,Maharashtra,"022 25640767, 022 25605730 (Extn. 308)",19.177861,72.946234
INS - Ashwini Blood Bank,"Near R. C. Church, Colaba, Mumbai, 400005",Mumbai,Maharashtra,022 22151666 (Extn. 3764),18.901263,72.815698
The B.D. Petit Parsee General Hospital Blood Bank,"B.Petit Road, Cumballa Hill,  Mumbai, 400036",Mumbai,Maharashtra,"022 61186190, 022 61186192, 022 61186333",18.968704,72.805743
Manas Serological Institute Blood Bank,"CTS NO-167 / 168 / A1, 101-104, Grace Plaza, S. V. Road, 
Near Railway Phatak, Jogeshwari (W), Mumbai, 400102",Mumbai,Maharashtra,022 26784546,19.13522,72.848108
ESIC Model Hospital cum ODC Blood Bank,"Room No. 20/A, 1st Floor, ESIC Model Hospital cum ODC & PGIMSR, Central Road, M.I.D.C, Opposite to MIDC Police Station, Andheri (East), Mumbai",Mumbai,Maharashtra,022 28321361,19.118392,72.86724
Fortis Hospital Blood Bank,"Mulund Goregaon Link Road, Nahur , Mumbai, 400078",Mumbai,Maharashtra,"022 67994370, 022 43654374",19.162122,72.942063
K. B. Bhabha General Hospital Blood Bank,"R. K. Patkar Marg, Bandra (W), Mumbai, 400050",Mumbai,Maharashtra,"022 26422541, 022 26422775, 022 26405226 (Extn. 4103, 4104)",19.057493,72.833636
Jaslok Hospital And Research Centre Blood Bank,"15, Dr. G. Deshmukh Marg, Mumbai, 400026",Mumbai,Maharashtra,"022 66573434, 022 66573035",18.971653,72.809968
Saint George&#39;s Hospital & Regional  Blood Bank,"Saint George&#39;s Hospital, Behind General Post Office, 
P. D&#39;Mello Road, Fort, Mumbai, 400001",Mumbai,Maharashtra,"022 22621420, 022 22620242 (Extn.1431)",18.94027,72.837319
Kai Wamanrao Oak Blood Bank,"Ghantali Mandir Road, Vishnu Nagar, Naupada, Thane, 400602",Thane,Maharashtra,"022 25385248, 022 25392440",19.186459,72.975467
B.S.E.S M.G. Hospital Blood Bank,"Rotary D. G. Goenka Blood Bank, Near Railway Station Andheri (W), Mumbai, 400058",Mumbai,Maharashtra,"022 66487576, 022 66487577, 022 66487578, 022 26283557",19.119457,72.844948
Lokmanya TSSIA Blood Bank Thane,"Tssia House, Road No. P 26/T, Road-16, Next to Thane Janata Sahakari Bank, Behind the Petrol Pump, Wagle Estate, Thane (W), 400604",Thane,Maharashtra,9225630689,19.191526,72.95169
P. D. Hinduja National Hospital And Medical Research Centre Blood Bank,"Veer Savarkar Road, Mahim (W), Mumbai, 400016",Mumbai,Maharashtra,"022 24447308, 022 24447309, 022 24447310",19.033615,72.838105
Saifee Hospital Trust Blood Bank,"15/17, Maharishi Karve Marg, Opposite to Charni Road Station Mumbai, 400004",Mumbai,Maharashtra,022 67571140,18.952471,72.818058
Meenatai Thackeray Blood Bank - Siddharth Hospital,"Siddharth Nagar, Prabhodhan Kridabhawan Marg,
Goregaon (W), 400104",Mumbai,Maharashtra,"022 28797586, 022 28797587, 022 28722929",19.159649,72.840284
Bandra Holy Family Hospital Society Blood Bank,"Saint Andrews Road, Bandra, Mumbai, 400050",Mumbai,Maharashtra,"022 30610300, 022 30610555, 022 26518373",19.055059,72.827202
ACTREC,"Department of Transfusion Medicine, ACTREC, 
Tata memorial centre, 
Sector 22 Kharghar, 
Navi Mumbai., 410210",Mumbai,Maharashtra,"022 27405000, Ext 5515;                                  Direct No. 022 27405073",19.065019,73.064508
N.  Wadia Maternity  Hospital Blood Bank,"Acharya Donde Marg, Parel, Mumbai, 400012",Mumbai,Maharashtra,"022 24165638, Extn 124; 022 24146963,022 24146964,022 24146965,Extn 124",19.003238,72.842837
Ashirwad Blood Bank,"Imperial Mahal, 2nd Floor  Above Shabana Stores, Khodadad Circle, Dr. B. A. Ambedkar Road, Dadar TT,  Mumbai, 400014",Mumbai,Maharashtra,"022 24154826, 022 24154827",19.017341,72.848164
Global Hospital Blood Bank,"No. 35, Dr. Ernest Borges Road, Hospital Avenue, 
Opposite to Shirodkar High School, Parel, Mumbai., 400012",Mumbai,Maharashtra,"022 67670101, 022 67670342",18.999282,72.840787
Jupiter Hospital Blood Bank,"Jupiter Hospital, Eastern Express Highway, Service Road, Near Voltas,  Naupada, Thane (W), 400601",Thane,Maharashtra,"022 21725521, 022 21725555, 022 25853320",19.209617,72.972405
Plasma Diagnostic Lab and Blood Bank,"Meghdoot, Building, Gopal Nagar, Hotel Janaki, Opposite to Manjunath School, Dombivali( E), 421201",Thane,Maharashtra,"0251 2802491, 0251 2453568, 0251 2438078",19.215794,73.096159
Prince Aly Khan Hospital Blood Bank,"Aga Hall, Nesbit Road, Mazgaon, Mumbai, 400010",Mumbai,Maharashtra,"022 23777934, 022 23777936, 022 23777800, 022 23777907, 022 23777908",18.97084,72.836617
Mahatma Gandhi Seva Mandir Blood Bank,"Mahatma Gandhi Seva Mandir Hospital, 2nd Floor, Opposite to Bandra Lake, S. V. Road, Bandra (W), Mumbai",Mumbai,Maharashtra,"022 26431893, 022 26431897",19.055801,72.836932
Sanjeevan Blood Bank,"1st Floor, Indravati Hospital, Sector-3, Airoli, Navi Mumbai, 400705",Thane,Maharashtra,"022 27790286, 022 27790287, 022 27794582",19.156842,72.997815
Dr. R. N. Cooper General Hospital Blood Bank,"North south Road No-1, Juhu, Vile-Parle (W) Mumbai, 400056",Mumbai,Maharashtra,"022 26242609, 022 26247254, 022 26247255, 022 26247256 (Extn. 201, 203)",19.107714,72.835618
Seva Blood Bank,"Pushpadev Apartment, Basement, Opposite to Manav Kalyan Kendra, Near Sarvesh Hall, Dombivali, 421201",Thane,Maharashtra,0251 2442283,19.215715,73.091599
Smt. Devkaabai Kalyanji Chheda Amrutvahini Blood Bank,"Ashirwad Apartment, 2nd Floor,  Dshsnu (E), Thane",Thane,Maharashtra,"02528 220478, 02528 220614",19.208377,72.847668
Mahatma Gandhi Mission Medical College and Hospital Blood Bank,"Plot No. 1 and 2, Sector-18, Kamothe, Navi Mumbai, 410209",Thane,Maharashtra,"022 27863483, 022 27427905, 022 27420320",19.003199,73.118362
Sir J.J.Group of Hospital Blood Bank,"Main Building, Ground Floor, Sir J. J. Hospital, Byculla, Mumbai, 400008",Mumbai,Maharashtra,"022 23735555, 022 23739400 (Extn. 2248, 2238)",18.962909,72.833639
G. T. Hospital Blood Bank,"Near L.T.Marg Police Station, Mumbai, 400001",Mumbai,Maharashtra,"022 22031111, 022 22621468 (Extn. 1351)",18.946532,72.833317
Chhatrapati Shivaji Maharaj Hospital Blood Bank,"Thane Belapur Road, Kalwa, Thane, 400605",Thane,Maharashtra,"022 25347784, 022 25347785, 022 25347786,  022 25372777, 022 25347791",19.1922569,72.986723
Cama and Albles Hospital - Abdul Fazalbhoy Blood Bank,"Mahapalika Marg, Mumbai CST, 400001",Mumbai,Maharashtra,"022 22611667, 022 22611654, 022 22611647 (Extn. 319)                         022 22611648",18.941948,72.832185
M.B. More Foundation Blood Bank,"Ghar. No. 412, 1st Floor, Mangaon, Morba Road, Opposite to Civil Hospital, Mangaon, Raigad, 431002",Mangaon,Maharashtra,9421230000,19.067134,73.066397
Lilavati Hospital and Research Centre Blood Bank,"A 791, Bandra Reclamation, Bandra (W), Mumbai, 400050",Mumbai,Maharashtra,"022 26751000, 022 26568000, 022 26437648",19.051089,72.828889
Sant Pramanand Hospital Blood Bank,"18, Sham Nath Marg, Civil lines,, 110054",Delhi,Delhi,"011-23981260, 011 23994401, 011 23994402",28.677715,77.224099
Fortis Hospital Blood Bank,"A-Block, Shalimar Bagh, 110088",New Delhi,Delhi,011 45302282,28.709162,77.170214
Delhi Heart and Lung Institute Blood Bank,"3 MM-11, Panchkuian Road, 110055",New Delhi,Delhi,"011 42999999, 011 42988899, 011 23538351",28.641636,77.205219
Dr. Ram Manohar Lohia Hospital Blood Bank,"161, Kali Bari Ln, Havelock Square, Type III, President&#39;s Estate,, 110001",New Delhi,Delhi,"01123404291, 01123404298",28.3734,77.125
Institute of Liver and Biliary Sciences Blood Bank,"Institute of Liver and Biliary Sciences, D-1, Vasant Kunj, 110070",New Delhi,Delhi,011 46300000,28.506259,77.165051
Sushruta Trauma Centre Blood Bank,"Civil Lines, 9, Metcalf Road, 110054",Delhi,Delhi,"011 23906014, 011 23906028",28.680339,77.227674
Batra Hospital and Medical Research Centre Blood Bank,"1, Tuglakabad Institutional Area, Mehrauli Badarpur Road, Tughlakabad, 110062",Delhi,Delhi,"011 29958747, 011 29957487",28.513468,77.245773
Park Hospital Blood Bank,"Q Block, South City 2, Sohna Road, Main Sec-47,, 122001",Gurugram,Haryana,"01244900037, 0124490038",28.420003,77.048378
Medanta The Medicity Hospital Blood Bank,"CH Baktawar Singh Road, Sector 38, Gurugram,, 122001",Gurugram,Haryana,0124 4141414  Extn 2701,28.439105,77.040909
Kasturba Hospital Blood Bank,"Near Jama Masjid, Daryaganj, 110002",New Delhi,Delhi,0112 3282915 ext 202,28.648838,77.238017
Sunder Lal Jain Charitable Hospital Blood Bank,"Ashok Vihar, Phase-III, 110052",Delhi,Delhi,011 47030900,28.691886,77.181583
Max Super Specialty Hospital Blood Bank,"Max Balaji Hospital (A unit of Balaji Medical and Diagnostic Research Centre), 108-A, Indraprastha Extension, Opposite Sanchar Apartment, Patparganj, 110092",Delhi,Delhi,"011 66242515, 011 43033333",28.633501,77.308836
Pt. Deen Dayal Upadhayay Government Hospital,Pandeypur,varanasi,Uttar Pradesh,0542 2505073,28.628047,77.112399
Rotary Blood Bank,"56-57, Institutional Area, Tughlakabad , Next to Batra Hospital, 110062",New Delhi,Delhi,"011 29054068, 011 29054066, 011 29962078",28.513434,77.24269
"Cardio Neuro Centre Blood Bank, AIIMS","AIIMS, Ansari Nagar, 110029",New Delhi,Delhi,"011 26593625, 011 26593749",28.566539,77.20984
Artemis Medicare Services Limited Blood Bank,"Artemis Hospital, Sector-51, Gurugram, 122001",Gurugram,Haryana,"0124-6767999,  0124 676 7000",28.43132,77.072134
Escorts Hospital and Research Center Limited Blood Bank,"Neelam Bata Road, NIT Faridabad., 121001",Faridabad,Haryana,"0129 2466022, 0129 2466020",28.391378,77.306856
Alchemist Institute of Medical Sciences Blood Bank,"Alchemist Institute of Medical Sciences (A Unit of Alchemist Hospitals Limited) DLF Golf Course Road, Sector-53, Saraswati Kunj, 122002",Gurugram,Haryana,0124 4511111,28.439328,77.10227
Pitampura Blood Bank,"B-294, Saraswati Vihar, Outer Ring Road, Pitampura, 110034",New Delhi,Delhi,"08130999395, 09810681450",28.700002,77.125443
General Hospital Blood Bank Karnal,"Old Court Road, Karnal, 132001",Karnal,Haryana,0184 2268899,29.696067,76.994185
"R.B.T.C (wz), Deen Dayal Upadhyay Hospital","Deen Dayal Upadhyay Hospital, Hari Nagar, Near Clock Tower, 110064",New Delhi,Delhi,"011 25129345, 011 25494403, 011 25494405",28.583437,77.117583
Dr. Baba Sahab Ambedkar Hospital Blood Bank,"Sector-6, Rohini, 110085",New Delhi,Delhi,"011 27049950, 011 27055585",28.715052,77.113639
